id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11,home_team_rank,away_team_rank
11746,2009-06-27,19:04,第15節,第1日,FC東京,清水,国立競技場,曇,26.0,64,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,28987,13 平山 相太 FW,9 カボレ FW,22 羽生 直剛 MF,18 石川 直宏 MF,10 梶山 陽平 MF,28 米本 拓司 MF,5 長友 佑都 DF,6 今野 泰幸 DF,4 ブルーノ クアドロス DF,25 徳永 悠平 DF,20 権田 修一 GK,2,1,29 山本 海人 GK,25 市川 大祐 DF,3 青山 直晃 DF,2 児玉 新 DF,4 太田 宏介 DF,23 岡崎 慎司 MF,8 枝村 匠馬 MF,7 伊東 輝悦 MF,13 兵働 昭弘 MF,11 原 一樹 FW,18 ヨンセン FW,6.0,7.0
11744,2009-06-27,16:03,第15節,第1日,浦和,神戸,さいたま市浦和駒場スタジアム,晴,31.0,42,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,18777,17 エジミウソン FW,19 高原 直泰 FW,24 原口 元気 MF,34 山田 直輝 MF,3 細貝 萌 MF,13 鈴木 啓太 MF,21 永田 拓也 DF,22 阿部 勇樹 DF,4 田中 マルクス闘莉王 DF,6 山田 暢久 DF,23 都築 龍太 GK,2,0,1 榎本 達也 GK,4 北本 久仁衛 DF,2 小林 久晃 DF,14 宮本 恒靖 DF,33 丹羽 竜平 DF,26 松岡 亮輔 MF,8 アラン バイーア MF,18 田中 英雄 MF,21 茂木 弘人 FW,9 マルセウ FW,50 大久保 嘉人 FW,2.0,14.0
11742,2009-06-27,13:04,第15節,第1日,京都,広島,京都市西京極総合運動公園陸上競技場兼球技場,晴,32.7,41,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/KBS京都(録),11806,9 豊田 陽平 FW,13 柳沢 敦 FW,10 ディエゴ MF,16 安藤 淳 MF,7 佐藤 勇人 MF,22 渡邉 大剛 MF,8 中谷 勇介 DF,4 水本 裕貴 DF,26 角田 誠 DF,6 染谷 悠太 DF,21 水谷 雄一 GK,2,0,34 中林 洋次 GK,5 槙野 智章 DF,2 ストヤノフ DF,19 盛田 剛平 DF,14 ミキッチ MF,35 中島 浩司 MF,6 青山 敏弘 MF,17 服部 公太 MF,15 髙萩 洋次郎 MF,10 柏木 陽介 MF,11 佐藤 寿人 FW,10.0,5.0
11743,2009-06-27,15:03,第15節,第1日,磐田,柏,ヤマハスタジアム(磐田),晴,26.6,63,スカパー(スカチャンHD、スカチャン)/e2スカチャン/静岡放送,10635,18 前田 遼一 FW,10 成岡 翔 FW,8 ジウシーニョ MF,11 西 紀寛 MF,27 上田 康太 MF,6 那須 大亮 MF,20 山本 脩斗 DF,3 茶野 隆行 DF,4 大井 健太郎 DF,5 駒野 友一 DF,1 川口 能活 GK,2,3,33 菅野 孝憲 GK,25 村上 佑介 DF,5 古賀 正紘 DF,13 小林 祐三 DF,7 大谷 秀和 DF,28 栗澤 僚一 MF,40 小林 慶行 MF,34 杉山 浩太 MF,27 大津 祐樹 MF,15 菅沼 実 FW,10 フランサ FW,13.0,17.0
11747,2009-06-28,13:04,第15節,第2日,山形,川崎F,NDソフトスタジアム山形,晴,33.0,49,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,10367,15 長谷川 悠 FW,9 古橋 達弥 FW,7 宮沢 克行 MF,5 渡辺 匠 MF,19 秋葉 勝 MF,29 廣瀬 智靖 MF,13 石川 竜也 DF,4 小原 章吾 DF,3 レオナルド DF,14 宮本 卓也 DF,1 清水 健太 GK,0,1,1 川島 永嗣 GK,19 森 勇介 DF,4 井川 祐輔 DF,17 菊地 光将 DF,2 伊藤 宏樹 DF,18 横山 知伸 DF,29 谷口 博之 MF,20 養父 雄仁 MF,15 矢島 卓郎 FW,34 レナチーニョ FW,10 ジュニーニョ FW,15.0,3.0
11748,2009-06-28,14:05,第15節,第2日,横浜FM,G大阪,日産スタジアム,雨,23.5,77,スカパー(スカチャンHD、スカチャン)/e2スカチャン/NHK総合,25610,14 狩野 健太 FW,9 渡邉 千真 FW,10 山瀬 功治 FW,17 兵藤 慎剛 MF,3 松田 直樹 MF,30 小椋 祥平 MF,13 小宮山 尊信 DF,22 中澤 佑二 DF,7 栗原 勇蔵 DF,5 田中 裕介 DF,21 飯倉 大樹 GK,1,2,1 松代 直樹 GK,21 加地 亮 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,10 二川 孝広 MF,7 遠藤 保仁 MF,18 チョ ジェジン FW,23 レアンドロ FW,12.0,5.0
11749,2009-06-28,16:03,第15節,第2日,新潟,名古屋,東北電力ビッグスワンスタジアム,晴,26.9,57,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,35786,9 ペドロ ジュニオール FW,16 大島 秀夫 FW,11 矢野 貴章 FW,7 松下 年宏 MF,10 マルシオ リシャルデス MF,15 本間 勲 MF,2 中野 洋司 DF,3 千葉 和彦 DF,5 千代反田 充 DF,17 内田 潤 DF,1 北野 貴之 GK,2,1,1 楢﨑 正剛 GK,32 田中 隼磨 DF,4 吉田 麻也 DF,5 増川 隆洋 DF,6 阿部 翔平 DF,7 中村 直志 MF,14 吉村 圭司 MF,10 小川 佳純 MF,8 マギヌン MF,11 玉田 圭司 FW,9 ダヴィ FW,3.0,11.0
11750,2009-06-28,16:05,第15節,第2日,大分,鹿島,九州石油ドーム,晴,27.8,67,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,20391,14 家長 昭博 FW,10 ウェズレイ FW,28 清武 弘嗣 MF,20 高橋 大輔 MF,11 鈴木 慎吾 MF,7 西山 哲平 MF,5 エジミウソン MF,33 藤田 義明 DF,22 上本 大海 DF,6 森重 真人 DF,1 西川 周作 GK,1,2,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,35 パク チュホ DF,15 青木 剛 MF,40 小笠原 満男 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW,18.0,1.0
11704,2009-07-01,19:05,第10節,第2日,川崎F,G大阪,等々力陸上競技場,曇,24.9,78,スカパー・e2(TBSチャンネル)/BS-TBS,15903,20 養父 雄仁 FW,10 ジュニーニョ FW,34 レナチーニョ FW,14 中村 憲剛 MF,29 谷口 博之 MF,13 寺田 周平 MF,26 村上 和弘 DF,2 伊藤 宏樹 DF,17 菊地 光将 DF,19 森 勇介 DF,1 川島 永嗣 GK,1,0,1 松代 直樹 GK,21 加地 亮 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,10 二川 孝広 MF,7 遠藤 保仁 MF,18 チョ ジェジン FW,23 レアンドロ FW,2.0,5.0
11705,2009-07-01,19:03,第10節,第2日,名古屋,鹿島,名古屋市瑞穂陸上競技場,曇のち雨,27.1,78,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,9661,9 ダヴィ FW,17 巻 佑樹 FW,11 玉田 圭司 FW,10 小川 佳純 MF,14 吉村 圭司 MF,7 中村 直志 MF,6 阿部 翔平 DF,5 増川 隆洋 DF,4 吉田 麻也 DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,0,3,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,35 パク チュホ MF,15 青木 剛 MF,40 小笠原 満男 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW,11.0,1.0
11755,2009-07-04,19:04,第16節,第1日,神戸,FC東京,ホームズスタジアム神戸,晴,24.8,76,スカパースカチャン/e2スカチャン/BS,14915,21 茂木 弘人 FW,13 我那覇 和樹 FW,50 大久保 嘉人 MF,18 田中 英雄 MF,10 ボッティ MF,22 馬場 賢治 MF,15 内山 俊彦 DF,14 宮本 恒靖 DF,4 北本 久仁衛 DF,25 石櫃 洋祐 DF,1 榎本 達也 GK,0,2,20 権田 修一 GK,25 徳永 悠平 DF,4 ブルーノ クアドロス DF,6 今野 泰幸 DF,5 長友 佑都 DF,28 米本 拓司 MF,10 梶山 陽平 MF,18 石川 直宏 MF,22 羽生 直剛 MF,9 カボレ FW,13 平山 相太 FW,14.0,5.0
11756,2009-07-04,19:05,第16節,第1日,大分,千葉,九州石油ドーム,晴,24.5,70,スカパースカチャン/e2スカチャン,19671,13 高松 大樹 FW,10 ウェズレイ FW,28 清武 弘嗣 MF,20 高橋 大輔 MF,14 家長 昭博 MF,11 鈴木 慎吾 MF,5 エジミウソン MF,33 藤田 義明 DF,22 上本 大海 DF,6 森重 真人 DF,1 西川 周作 GK,1,2,1 岡本 昌弘 GK,13 和田 拓三 DF,14 池田 昇平 DF,15 福元 洋平 DF,31 青木 良太 DF,2 坂本 將貴 DF,9 深井 正樹 MF,10 工藤 浩平 MF,6 下村 東美 MF,16 谷澤 達也 MF,18 巻 誠一郎 FW,18.0,14.0
11754,2009-07-04,19:03,第16節,第1日,清水,京都,アウトソーシングスタジアム日本平,晴,23.3,83,スカパースカチャン/e2スカチャン,16205,18 ヨンセン FW,11 原 一樹 FW,13 兵働 昭弘 MF,8 枝村 匠馬 MF,16 本田 拓也 MF,23 岡崎 慎司 MF,4 太田 宏介 DF,2 児玉 新 DF,3 青山 直晃 DF,25 市川 大祐 DF,21 西部 洋平 GK,3,3,21 水谷 雄一 GK,6 染谷 悠太 DF,4 水本 裕貴 DF,14 李  正秀 DF,8 中谷 勇介 DF,26 角田 誠 MF,7 佐藤 勇人 MF,16 安藤 淳 MF,22 渡邉 大剛 MF,13 柳沢 敦 FW,10 ディエゴ FW,8.0,9.0
11752,2009-07-04,19:04,第16節,第1日,山形,浦和,NDソフトスタジアム山形,曇,22.6,78,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,20102,9 古橋 達弥 FW,15 長谷川 悠 FW,7 宮沢 克行 MF,5 渡辺 匠 MF,19 秋葉 勝 MF,29 廣瀬 智靖 MF,13 石川 竜也 DF,4 小原 章吾 DF,3 レオナルド DF,14 宮本 卓也 DF,1 清水 健太 GK,2,3,23 都築 龍太 GK,33 高橋 峻希 DF,4 田中 マルクス闘莉王 DF,22 阿部 勇樹 DF,21 永田 拓也 DF,13 鈴木 啓太 MF,3 細貝 萌 MF,15 エスクデロ セルヒオ MF,24 原口 元気 MF,19 高原 直泰 FW,17 エジミウソン FW,16.0,2.0
11751,2009-07-04,18:00,第16節,第1日,大宮,横浜FM,NACK5スタジアム大宮,曇,26.8,64,スカパー(スカチャンHD、スカチャン)/e2スカチャン,10631,13 藤田 祥史 FW,9 石原 直樹 FW,14 パク ウォンジェ MF,11 藤本 主税 MF,17 橋本 早十 MF,23 金澤 慎 MF,4 波戸 康広 DF,3 マト DF,5 冨田 大介 DF,2 塚本 泰史 DF,21 江角 浩司 GK,0,0,21 飯倉 大樹 GK,5 田中 裕介 DF,7 栗原 勇蔵 DF,22 中澤 佑二 DF,13 小宮山 尊信 DF,3 松田 直樹 MF,17 兵藤 慎剛 MF,14 狩野 健太 MF,10 山瀬 功治 FW,9 渡邉 千真 FW,11 坂田 大輔 FW,9.0,11.0
11753,2009-07-04,19:04,第16節,第1日,柏,新潟,日立柏サッカー場,曇,23.9,81,スカパー(スカチャンHD、スカチャン)/e2スカチャン,9615,15 菅沼 実 FW,10 フランサ FW,27 大津 祐樹 MF,40 小林 慶行 MF,34 杉山 浩太 MF,28 栗澤 僚一 MF,7 大谷 秀和 DF,13 小林 祐三 DF,5 古賀 正紘 DF,25 村上 佑介 DF,33 菅野 孝憲 GK,0,4,1 北野 貴之 GK,17 内田 潤 DF,5 千代反田 充 DF,6 永田 充 DF,2 中野 洋司 DF,15 本間 勲 MF,10 マルシオ リシャルデス MF,7 松下 年宏 MF,11 矢野 貴章 FW,16 大島 秀夫 FW,9 ペドロ ジュニオール FW,17.0,3.0
11757,2009-07-05,18:03,第16節,第2日,名古屋,G大阪,豊田スタジアム,屋内,24.0,82,スカパー・e2(J sports Plus)/東海テレビ(録),24749,9 ダヴィ FW,11 玉田 圭司 FW,8 マギヌン MF,7 中村 直志 MF,13 山口 慶 MF,10 小川 佳純 MF,6 阿部 翔平 DF,26 佐藤 将也 DF,2 竹内 彬 DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,2,1,1 松代 直樹 GK,21 加地 亮 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,10 二川 孝広 MF,7 遠藤 保仁 MF,16 佐々木 勇人 FW,23 レアンドロ FW,8.0,6.0
11758,2009-07-05,18:04,第16節,第2日,広島,磐田,広島ビッグアーチ,曇時々雨,23.3,90,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,13375,11 佐藤 寿人 FW,10 柏木 陽介 MF,25 髙柳 一誠 MF,17 服部 公太 MF,35 中島 浩司 MF,6 青山 敏弘 MF,16 李 漢宰 MF,5 槙野 智章 DF,2 ストヤノフ DF,24 森脇 良太 DF,36 原 裕太郎 GK,0,1,1 川口 能活 GK,15 加賀 健一 DF,4 大井 健太郎 DF,3 茶野 隆行 DF,5 駒野 友一 DF,6 那須 大亮 MF,27 上田 康太 MF,11 西 紀寛 MF,8 ジウシーニョ MF,10 成岡 翔 FW,18 前田 遼一 FW,7.0,10.0
11759,2009-07-05,19:05,第16節,第2日,川崎F,鹿島,等々力陸上競技場,曇のち晴,23.4,73,スカパー・e2(TBSチャンネル)/BS-TBS,22185,10 ジュニーニョ FW,9 鄭 大世 FW,8 山岸 智 FW,14 中村 憲剛 MF,29 谷口 博之 MF,13 寺田 周平 MF,26 村上 和弘 DF,2 伊藤 宏樹 DF,17 菊地 光将 DF,19 森 勇介 DF,1 川島 永嗣 GK,1,1,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,35 パク チュホ DF,15 青木 剛 MF,40 小笠原 満男 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW,2.0,1.0
11764,2009-07-11,19:03,第17節,第1日,新潟,川崎F,東北電力ビッグスワンスタジアム,晴,24.5,69,スカパー(スカチャンHD、スカチャン)/e2スカチャン,36810,9 ペドロ ジュニオール FW,16 大島 秀夫 FW,11 矢野 貴章 FW,7 松下 年宏 MF,10 マルシオ リシャルデス MF,15 本間 勲 MF,2 中野 洋司 DF,6 永田 充 DF,5 千代反田 充 DF,24 酒井 高徳 DF,1 北野 貴之 GK,2,2,1 川島 永嗣 GK,19 森 勇介 DF,4 井川 祐輔 DF,17 菊地 光将 DF,2 伊藤 宏樹 DF,13 寺田 周平 MF,29 谷口 博之 MF,14 中村 憲剛 MF,15 矢島 卓郎 FW,10 ジュニーニョ FW,8 山岸 智 FW,3.0,2.0
11763,2009-07-11,19:03,第17節,第1日,横浜FM,山形,ニッパツ三ツ沢球技場,曇,23.9,62,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,13185,11 坂田 大輔 FW,9 渡邉 千真 FW,10 山瀬 功治 FW,14 狩野 健太 MF,17 兵藤 慎剛 MF,3 松田 直樹 MF,13 小宮山 尊信 DF,22 中澤 佑二 DF,7 栗原 勇蔵 DF,35 天野 貴史 DF,21 飯倉 大樹 GK,1,2,1 清水 健太 GK,14 宮本 卓也 DF,34 西河 翔吾 DF,4 小原 章吾 DF,20 小林 亮 DF,6 宮崎 光平 MF,19 秋葉 勝 MF,5 渡辺 匠 MF,7 宮沢 克行 MF,11 北村 知隆 FW,15 長谷川 悠 FW,13.0,14.0
11765,2009-07-11,19:35,第17節,第1日,G大阪,清水,万博記念競技場,曇,26.5,60,スカパー・e2(TBSチャンネル)/BS-TBS,18549,23 レアンドロ FW,9 ルーカス FW,7 遠藤 保仁 MF,10 二川 孝広 MF,17 明神 智和 MF,27 橋本 英郎 MF,13 安田 理大 DF,5 山口 智 DF,2 中澤 聡太 DF,21 加地 亮 DF,1 松代 直樹 GK,1,4,29 山本 海人 GK,25 市川 大祐 DF,3 青山 直晃 DF,5 岩下 敬輔 DF,2 児玉 新 DF,6 マルコス パウロ MF,7 伊東 輝悦 MF,13 兵働 昭弘 MF,8 枝村 匠馬 MF,23 岡崎 慎司 FW,18 ヨンセン FW,7.0,6.0
11761,2009-07-11,19:04,第17節,第1日,浦和,広島,埼玉スタジアム2002,晴,24.9,54,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレ玉/BS,44149,17 エジミウソン FW,19 高原 直泰 FW,24 原口 元気 MF,10 ポンテ MF,22 阿部 勇樹 MF,13 鈴木 啓太 MF,33 高橋 峻希 DF,4 田中 マルクス闘莉王 DF,27 西澤 代志也 DF,6 山田 暢久 DF,23 都築 龍太 GK,2,1,34 中林 洋次 GK,24 森脇 良太 DF,2 ストヤノフ DF,5 槙野 智章 DF,33 楽山 孝志 MF,6 青山 敏弘 MF,35 中島 浩司 MF,17 服部 公太 MF,25 髙柳 一誠 MF,10 柏木 陽介 MF,11 佐藤 寿人 FW,2.0,8.0
11760,2009-07-11,18:03,第17節,第1日,鹿島,大宮,県立カシマサッカースタジアム,曇,21.3,70,スカパー・e2(J sports Plus),17903,18 マルキーニョス FW,13 興梠 慎三 FW,8 野沢 拓也 MF,10 本山 雅志 MF,40 小笠原 満男 MF,15 青木 剛 MF,35 パク チュホ DF,19 伊野波 雅彦 DF,3 岩政 大樹 DF,7 新井場 徹 DF,21 曽ヶ端 準 GK,2,0,21 江角 浩司 GK,2 塚本 泰史 DF,5 冨田 大介 DF,3 マト DF,4 波戸 康広 DF,6 片岡 洋介 MF,17 橋本 早十 MF,11 藤本 主税 MF,14 パク ウォンジェ MF,9 石原 直樹 FW,13 藤田 祥史 FW,1.0,11.0
11762,2009-07-11,19:03,第17節,第1日,千葉,神戸,フクダ電子アリーナ,曇,24.0,63,スカパースカチャン/e2スカチャン,12349,9 深井 正樹 FW,18 巻 誠一郎 FW,16 谷澤 達也 MF,31 青木 良太 MF,20 佐伯 直哉 MF,10 工藤 浩平 MF,13 和田 拓三 DF,4 ボスナー DF,2 坂本 將貴 DF,15 福元 洋平 DF,1 岡本 昌弘 GK,1,1,1 榎本 達也 GK,25 石櫃 洋祐 DF,4 北本 久仁衛 DF,5 河本 裕之 DF,15 内山 俊彦 DF,7 朴 康造 MF,10 ボッティ MF,14 宮本 恒靖 MF,16 古賀 誠史 MF,13 我那覇 和樹 FW,50 大久保 嘉人 FW,15.0,16.0
11767,2009-07-12,18:34,第17節,第2日,FC東京,名古屋,味の素スタジアム,晴,25.3,70,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,24736,13 平山 相太 FW,9 カボレ FW,22 羽生 直剛 MF,18 石川 直宏 MF,10 梶山 陽平 MF,28 米本 拓司 MF,5 長友 佑都 DF,6 今野 泰幸 DF,4 ブルーノ クアドロス DF,25 徳永 悠平 DF,20 権田 修一 GK,3,0,1 楢﨑 正剛 GK,32 田中 隼磨 DF,2 竹内 彬 DF,5 増川 隆洋 DF,6 阿部 翔平 DF,13 山口 慶 MF,14 吉村 圭司 MF,10 小川 佳純 MF,8 マギヌン MF,11 玉田 圭司 FW,9 ダヴィ FW,5.0,9.0
11768,2009-07-12,19:03,第17節,第2日,磐田,大分,ヤマハスタジアム(磐田),曇,26.6,84,スカパー(スカチャンHD、スカチャン)/e2スカチャン,10008,18 前田 遼一 FW,10 成岡 翔 FW,8 ジウシーニョ MF,11 西 紀寛 MF,27 上田 康太 MF,6 那須 大亮 MF,5 駒野 友一 DF,3 茶野 隆行 DF,4 大井 健太郎 DF,15 加賀 健一 DF,1 川口 能活 GK,3,1,1 西川 周作 GK,2 坪内 秀介 DF,22 上本 大海 DF,33 藤田 義明 DF,5 エジミウソン MF,11 鈴木 慎吾 MF,14 家長 昭博 MF,20 高橋 大輔 MF,28 清武 弘嗣 MF,10 ウェズレイ FW,13 高松 大樹 FW,7.0,18.0
11766,2009-07-12,18:04,第17節,第2日,京都,柏,京都市西京極総合運動公園陸上競技場兼球技場,晴,29.6,64,スカパー(スカチャンHD、スカチャン)/e2スカチャン/KBS京都,8011,20 パウリーニョ FW,13 柳沢 敦 FW,10 ディエゴ MF,7 佐藤 勇人 MF,26 角田 誠 MF,22 渡邉 大剛 MF,8 中谷 勇介 DF,14 李  正秀 DF,4 水本 裕貴 DF,24 増嶋 竜也 DF,21 水谷 雄一 GK,1,2,33 菅野 孝憲 GK,25 村上 佑介 DF,5 古賀 正紘 DF,13 小林 祐三 DF,7 大谷 秀和 DF,28 栗澤 僚一 MF,34 杉山 浩太 MF,40 小林 慶行 MF,27 大津 祐樹 MF,11 ポポ FW,10 フランサ FW,12.0,17.0
11769,2009-07-18,18:04,第18節,第1日,大宮,FC東京,NACK5スタジアム大宮,晴,29.4,68,スカパースカチャン/e2スカチャン/テレ玉,10895,18 ドゥドゥ FW,9 石原 直樹 FW,7 内田 智也 MF,11 藤本 主税 MF,17 橋本 早十 MF,23 金澤 慎 MF,4 波戸 康広 DF,3 マト DF,5 冨田 大介 DF,2 塚本 泰史 DF,21 江角 浩司 GK,0,3,20 権田 修一 GK,25 徳永 悠平 DF,4 ブルーノ クアドロス DF,6 今野 泰幸 DF,5 長友 佑都 DF,28 米本 拓司 MF,10 梶山 陽平 MF,18 石川 直宏 MF,22 羽生 直剛 MF,9 カボレ FW,13 平山 相太 FW,11.0,5.0
11770,2009-07-18,18:03,第18節,第1日,川崎F,神戸,等々力陸上競技場,曇,29.3,62,スカパー・e2(J sports Plus),14696,34 レナチーニョ FW,10 ジュニーニョ FW,9 鄭 大世 FW,14 中村 憲剛 MF,29 谷口 博之 MF,18 横山 知伸 MF,26 村上 和弘 DF,2 伊藤 宏樹 DF,17 菊地 光将 DF,16 久木野 聡 DF,1 川島 永嗣 GK,2,2,1 榎本 達也 GK,25 石櫃 洋祐 DF,4 北本 久仁衛 DF,5 河本 裕之 DF,15 内山 俊彦 DF,7 朴 康造 MF,10 ボッティ MF,14 宮本 恒靖 MF,16 古賀 誠史 MF,21 茂木 弘人 FW,50 大久保 嘉人 FW,3.0,16.0
11771,2009-07-18,19:04,第18節,第1日,横浜FM,新潟,日産スタジアム,曇,27.6,77,スカパースカチャン/e2スカチャン/BS,22681,9 渡邉 千真 FW,17 兵藤 慎剛 FW,10 山瀬 功治 FW,20 水沼 宏太 FW,30 小椋 祥平 MF,3 松田 直樹 MF,5 田中 裕介 DF,22 中澤 佑二 DF,7 栗原 勇蔵 DF,35 天野 貴史 DF,21 飯倉 大樹 GK,1,1,1 北野 貴之 GK,17 内田 潤 DF,3 千葉 和彦 DF,6 永田 充 DF,2 中野 洋司 DF,15 本間 勲 MF,24 酒井 高徳 MF,7 松下 年宏 MF,11 矢野 貴章 FW,16 大島 秀夫 FW,9 ペドロ ジュニオール FW,11.0,4.0
11772,2009-07-18,19:03,第18節,第1日,清水,鹿島,アウトソーシングスタジアム日本平,晴,25.3,87,スカパー(スカチャンHD、スカチャン)/e2スカチャン,20203,23 岡崎 慎司 FW,18 ヨンセン FW,8 枝村 匠馬 MF,13 兵働 昭弘 MF,16 本田 拓也 MF,7 伊東 輝悦 MF,4 太田 宏介 DF,2 児玉 新 DF,5 岩下 敬輔 DF,25 市川 大祐 DF,29 山本 海人 GK,2,2,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,6 中田 浩二 DF,35 パク チュホ DF,15 青木 剛 MF,40 小笠原 満男 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW,6.0,1.0
11773,2009-07-18,19:03,第18節,第1日,名古屋,京都,豊田スタジアム,屋内,28.2,84,スカパー(スカチャンHD、スカチャン)/e2スカチャン/中部日本放送(録),17784,16 ケネディ FW,11 玉田 圭司 FW,8 マギヌン MF,13 山口 慶 MF,7 中村 直志 MF,10 小川 佳純 MF,6 阿部 翔平 DF,5 増川 隆洋 DF,4 吉田 麻也 DF,2 竹内 彬 DF,1 楢﨑 正剛 GK,1,1,21 水谷 雄一 GK,6 染谷 悠太 DF,4 水本 裕貴 DF,14 李  正秀 DF,26 角田 誠 DF,22 渡邉 大剛 MF,7 佐藤 勇人 MF,16 安藤 淳 MF,8 中谷 勇介 MF,10 ディエゴ FW,13 柳沢 敦 FW,8.0,11.0
11774,2009-07-18,19:05,第18節,第1日,大分,浦和,九州石油ドーム,晴,29.8,60,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,24833,14 家長 昭博 FW,13 高松 大樹 FW,32 宮沢 正史 MF,20 高橋 大輔 MF,11 鈴木 慎吾 MF,8 金崎 夢生 MF,5 エジミウソン MF,22 上本 大海 DF,6 森重 真人 DF,4 深谷 友基 DF,1 西川 周作 GK,1,0,1 山岸 範宏 GK,6 山田 暢久 DF,4 田中 マルクス闘莉王 DF,22 阿部 勇樹 DF,33 高橋 峻希 DF,3 細貝 萌 MF,13 鈴木 啓太 MF,24 原口 元気 MF,10 ポンテ MF,19 高原 直泰 FW,17 エジミウソン FW,18.0,2.0
11775,2009-07-19,18:04,第18節,第2日,山形,磐田,NDソフトスタジアム山形,曇,25.8,66,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,10255,11 北村 知隆 FW,15 長谷川 悠 FW,7 宮沢 克行 MF,5 渡辺 匠 MF,19 秋葉 勝 MF,6 宮崎 光平 MF,20 小林 亮 DF,4 小原 章吾 DF,34 西河 翔吾 DF,14 宮本 卓也 DF,1 清水 健太 GK,3,1,1 川口 能活 GK,15 加賀 健一 DF,4 大井 健太郎 DF,3 茶野 隆行 DF,5 駒野 友一 DF,23 山本 康裕 MF,6 那須 大亮 MF,11 西 紀寛 MF,8 ジウシーニョ MF,10 成岡 翔 FW,18 前田 遼一 FW,11.0,7.0
11776,2009-07-19,18:05,第18節,第2日,広島,千葉,広島ビッグアーチ,曇,28.2,78,スカパー(スカチャンHD、スカチャン)/e2スカチャン,11572,11 佐藤 寿人 FW,10 柏木 陽介 MF,25 髙柳 一誠 MF,17 服部 公太 MF,6 青山 敏弘 MF,35 中島 浩司 MF,14 ミキッチ MF,5 槙野 智章 DF,2 ストヤノフ DF,24 森脇 良太 DF,34 中林 洋次 GK,4,1,1 岡本 昌弘 GK,13 和田 拓三 DF,15 福元 洋平 DF,4 ボスナー DF,31 青木 良太 DF,2 坂本 將貴 DF,24 太田 圭輔 MF,10 工藤 浩平 MF,5 アレックス MF,16 谷澤 達也 MF,9 深井 正樹 FW,6.0,15.0
11777,2009-07-19,19:05,第18節,第2日,柏,G大阪,日立柏サッカー場,曇,28.3,73,スカパー・e2(TBSチャンネル)/BS-TBS,11367,11 ポポ FW,9 北嶋 秀朗 FW,27 大津 祐樹 MF,34 杉山 浩太 MF,2 鎌田 次郎 MF,28 栗澤 僚一 MF,7 大谷 秀和 DF,13 小林 祐三 DF,5 古賀 正紘 DF,25 村上 佑介 DF,33 菅野 孝憲 GK,0,2,22 藤ヶ谷 陽介 GK,13 安田 理大 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,10 二川 孝広 MF,16 佐々木 勇人 MF,9 ルーカス FW,23 レアンドロ FW,17.0,6.0
