id,attendance,xgboost_prediction,fold
11004,10071,10683.498046875,3.0
11005,13123,12294.9150390625,4.0
11006,6125,11170.513671875,5.0
11007,8463,9640.162109375,3.0
11008,10884,15207.5888671875,1.0
11009,21245,15193.16796875,1.0
11010,22292,17990.611328125,2.0
11011,45831,40129.83203125,4.0
11012,20398,21322.046875,2.0
11013,17107,21373.978515625,4.0
11014,15395,17165.884765625,5.0
11015,13738,10714.771484375,3.0
11016,19627,17164.3984375,5.0
11017,15353,13533.6943359375,4.0
11018,36770,32536.92578125,4.0
11019,9018,10932.26953125,5.0
11020,8671,13292.619140625,1.0
11021,20729,19196.443359375,5.0
11022,20037,22323.2578125,2.0
11023,12095,11451.5791015625,4.0
11024,7839,12019.732421875,5.0
11025,10669,11902.4951171875,2.0
11026,11530,15223.6767578125,5.0
11027,14961,13220.9365234375,3.0
11028,15266,12652.2822265625,5.0
11029,23036,24823.970703125,1.0
11030,21096,25782.1015625,2.0
11031,32208,30116.09765625,1.0
11032,15206,13807.8623046875,2.0
11033,9376,14800.296875,1.0
11034,6725,11775.669921875,3.0
11035,16225,14173.7333984375,2.0
11036,10039,13375.4580078125,2.0
11037,7028,9526.2333984375,4.0
11038,24139,19199.19921875,2.0
11039,18062,21310.6328125,4.0
11040,13939,11341.5634765625,3.0
11041,8741,13422.0595703125,5.0
11042,14241,12314.587890625,5.0
11043,19811,19036.69140625,4.0
11044,15481,18388.2265625,5.0
11045,30517,19261.7890625,5.0
11046,9079,10674.5400390625,3.0
11047,30410,26889.2265625,2.0
11048,20455,19476.595703125,2.0
11049,34025,33902.8515625,2.0
11050,19386,18635.912109375,1.0
11051,18009,12897.6796875,5.0
11052,16718,21054.841796875,3.0
11053,10984,10396.63671875,2.0
11054,14481,11329.150390625,5.0
11055,16407,10711.93359375,1.0
11056,10065,20721.671875,3.0
11057,18716,18592.2421875,3.0
11058,22184,19198.130859375,1.0
11059,20580,14390.2412109375,4.0
11060,47325,35897.328125,1.0
11061,16733,17304.169921875,5.0
11062,8343,12763.5517578125,1.0
11063,26229,27492.36328125,5.0
11064,10755,12496.287109375,3.0
11065,30192,20340.6171875,2.0
11066,11888,10458.4189453125,4.0
11067,13733,13046.896484375,5.0
11068,12175,10569.19921875,5.0
11069,33596,29400.880859375,5.0
11070,16145,18515.8984375,1.0
11071,40359,37764.90625,5.0
11072,19082,18311.541015625,2.0
11073,9356,10164.2109375,4.0
11074,10519,13184.6611328125,3.0
11075,18823,25363.578125,5.0
11076,24887,27863.19140625,3.0
11077,28901,22206.978515625,3.0
11078,13515,15556.958984375,2.0
11079,21500,18831.224609375,3.0
11080,8626,13442.361328125,2.0
11081,23517,17722.142578125,3.0
11082,54709,46100.73828125,3.0
11083,16833,16032.1162109375,3.0
11084,9201,20448.40625,3.0
11085,21714,18925.861328125,5.0
11086,14766,13003.4033203125,5.0
11087,31744,24747.580078125,5.0
11088,35452,32958.8515625,1.0
11089,18355,12988.333984375,3.0
11090,13010,15916.017578125,4.0
11091,29820,24007.888671875,2.0
11092,10628,9792.8759765625,4.0
11093,17172,19508.966796875,3.0
11094,31474,30252.68359375,1.0
11095,20079,18954.44921875,4.0
11096,19605,25281.365234375,1.0
11097,11231,12895.4052734375,3.0
11098,35172,27399.2265625,1.0
11099,19890,18501.0,3.0
11100,26220,28971.447265625,4.0
11101,53583,49826.484375,3.0
11102,17152,18128.431640625,2.0
11103,24620,19386.5078125,2.0
11104,34287,41172.0546875,3.0
11105,16593,14573.025390625,4.0
11106,17331,15770.1181640625,3.0
11107,17511,17015.15625,2.0
11108,28831,22951.07421875,3.0
11616,27568,28306.740234375,4.0
11617,23601,26128.998046875,4.0
11618,25395,21249.94921875,5.0
11619,17916,19173.107421875,2.0
11620,37878,30950.125,4.0
11621,17841,20024.39453125,3.0
11622,12141,13717.8369140625,4.0
11623,11542,12407.0380859375,3.0
11624,16919,12838.89453125,1.0
11625,16841,19169.552734375,1.0
11626,50802,42019.82421875,4.0
11627,15195,16267.2412109375,1.0
11628,8723,13342.396484375,2.0
11629,19172,18367.8671875,3.0
11630,12370,13765.8662109375,1.0
11631,16128,18444.126953125,4.0
11632,37808,38523.8671875,4.0
11633,20312,13752.8681640625,4.0
11634,9029,8151.9150390625,4.0
11635,20179,19673.265625,1.0
11636,18439,24791.19140625,4.0
11637,18180,18188.33984375,3.0
11638,16708,14415.400390625,2.0
11639,13074,14247.537109375,2.0
11640,14085,13191.6982421875,2.0
11641,17492,21111.65625,4.0
11642,14544,14629.888671875,1.0
11643,15644,15046.3193359375,1.0
11644,17254,14139.96484375,4.0
11645,20148,18025.96875,3.0
11646,45542,39245.1328125,3.0
11647,32022,27973.892578125,1.0
11648,8727,8352.69140625,4.0
11649,8716,9111.6044921875,4.0
11650,9172,11698.9619140625,2.0
11651,10020,13521.58984375,5.0
11652,18461,17505.359375,5.0
11653,12912,11393.923828125,5.0
11654,14496,12181.494140625,5.0
11655,10515,10246.560546875,5.0
11656,11909,13947.76953125,2.0
11657,32913,24630.189453125,5.0
11658,17256,16374.5458984375,5.0
11659,11536,13278.8623046875,2.0
11660,32435,26190.146484375,2.0
11661,10159,12043.2392578125,3.0
11662,10368,8504.7587890625,1.0
11663,30169,32609.154296875,2.0
11664,18730,17819.126953125,4.0
11665,16224,16735.78125,4.0
11666,41836,39725.08203125,3.0
11667,27486,23482.732421875,1.0
11668,22152,22129.78515625,3.0
11669,13462,10718.0576171875,5.0
11670,15759,22179.626953125,5.0
11671,9756,12275.619140625,3.0
11672,16658,9194.59375,3.0
11673,15428,17529.21484375,5.0
11674,6851,8580.00390625,2.0
11675,17246,17239.904296875,5.0
11676,13896,16387.142578125,1.0
11677,20721,17372.73828125,2.0
11678,12500,14426.0546875,5.0
11679,16253,15623.6650390625,3.0
11680,34060,30382.162109375,4.0
11681,11263,9370.359375,3.0
11682,12137,12078.2333984375,4.0
11683,9058,9969.806640625,4.0
11684,30851,26460.0859375,3.0
11685,28317,23290.3203125,4.0
11686,14473,15069.3720703125,3.0
11687,16853,15626.7763671875,4.0
11688,11071,11751.478515625,2.0
11689,12132,10673.234375,5.0
11690,19306,22406.212890625,5.0
11691,28016,27376.10546875,3.0
11692,17009,14784.873046875,4.0
11693,10950,13338.19921875,5.0
11694,14584,15103.384765625,5.0
11695,50284,47687.5078125,1.0
11696,18886,22701.07421875,2.0
11697,40268,35182.78515625,2.0
11698,7796,7196.68994140625,2.0
11699,11609,13745.7490234375,1.0
11700,32854,28762.953125,4.0
11701,10574,12939.783203125,2.0
11702,15129,14703.619140625,3.0
11703,15342,14234.1865234375,2.0
11704,15903,16606.751953125,1.0
11705,9661,11846.353515625,3.0
11706,18221,21187.484375,5.0
11707,9783,11896.5830078125,2.0
11708,18245,20945.6484375,2.0
11709,14182,15067.01171875,2.0
11710,17171,9261.6171875,5.0
11711,51594,45197.02734375,4.0
11712,19154,16895.1796875,3.0
11713,18319,14449.8818359375,5.0
11714,10149,14560.169921875,5.0
11715,16577,16741.4140625,2.0
11716,53374,43474.37890625,1.0
11717,16329,17183.7578125,4.0
11718,10651,13231.6875,5.0
11719,9479,12918.8583984375,5.0
11720,20349,21945.193359375,2.0
11721,13141,12157.822265625,1.0
11722,28817,31303.060546875,3.0
11723,5567,9464.0205078125,2.0
11724,29760,30073.271484375,4.0
11725,16298,14883.0234375,1.0
11726,6554,9295.3583984375,5.0
11727,14833,13910.8310546875,2.0
11728,6002,14175.44140625,4.0
11729,19092,21640.310546875,4.0
11730,27851,27473.822265625,1.0
11731,15632,12892.9970703125,3.0
11732,32418,33455.1484375,1.0
11733,19375,19050.212890625,4.0
11734,17865,14378.6376953125,1.0
11735,12457,15004.998046875,2.0
11736,18404,17062.365234375,5.0
11737,21841,18081.609375,4.0
11738,9336,9064.0830078125,4.0
11739,10266,11367.3203125,1.0
11740,14514,13312.1015625,1.0
11741,40228,32187.78125,3.0
11742,11806,11240.7587890625,1.0
11743,10635,10384.990234375,5.0
11744,18777,25723.986328125,4.0
11745,13079,10779.44140625,1.0
11746,28987,24222.447265625,2.0
11747,10367,13257.71484375,4.0
11748,25610,29421.302734375,3.0
11749,35786,34860.921875,5.0
11750,20391,23802.642578125,2.0
11751,10631,10591.91796875,2.0
11752,20102,15994.275390625,3.0
11753,9615,11095.9990234375,1.0
11754,16205,16202.3583984375,3.0
11755,14915,15349.71875,1.0
11756,19671,18804.798828125,3.0
11757,24749,28618.62890625,5.0
11758,13375,13889.3046875,5.0
11759,22185,19397.3671875,1.0
11760,17903,17212.5078125,5.0
11761,44149,41582.46875,4.0
11762,12349,12171.595703125,1.0
11763,13185,12388.958984375,5.0
11764,36810,36426.375,5.0
11765,18549,16061.4912109375,1.0
11766,8011,12082.921875,1.0
11767,24736,25198.462890625,5.0
11768,10008,11034.58203125,3.0
11769,10895,11172.5224609375,2.0
11770,14696,17595.345703125,2.0
11771,22681,24707.3984375,1.0
11772,20203,18560.62109375,2.0
11773,17784,20781.70703125,1.0
11774,24833,28404.130859375,5.0
11775,10255,11851.1279296875,5.0
11776,11572,13700.3291015625,2.0
11777,11367,14782.0869140625,4.0
11778,27846,24692.47265625,2.0
11779,18773,14918.0537109375,5.0
11780,44976,41524.05078125,5.0
11781,15142,13805.73828125,3.0
11782,15262,15322.8515625,1.0
11783,8651,11944.7109375,3.0
11784,37447,32171.947265625,4.0
11785,15729,12659.279296875,3.0
11786,9002,11762.8955078125,2.0
11787,21379,20259.875,2.0
11788,19354,27336.546875,1.0
11789,30862,31283.72265625,2.0
11790,11297,11605.8857421875,5.0
11791,22225,15052.744140625,2.0
11792,17461,19625.423828125,2.0
11793,16547,14584.3505859375,5.0
11794,45186,37584.44921875,3.0
11795,8545,11087.0322265625,1.0
11796,8821,11120.869140625,3.0
11797,25674,15114.3740234375,2.0
11798,18025,13653.4072265625,2.0
11799,20211,25925.21875,4.0
11800,13394,13448.5283203125,1.0
11801,17899,14789.6787109375,1.0
11802,11330,12158.974609375,2.0
11803,24913,29050.375,1.0
11804,20034,16125.2734375,1.0
11805,11056,10096.26953125,4.0
11806,13548,12171.107421875,1.0
11807,32896,30068.76171875,3.0
11808,10545,13070.236328125,2.0
11809,10685,10408.8427734375,4.0
11810,17432,15016.267578125,4.0
11811,10951,11594.2666015625,1.0
11812,38740,37019.2109375,1.0
11813,11025,12063.974609375,5.0
11814,10211,10974.8994140625,1.0
11815,35047,32436.33984375,2.0
11816,20116,19027.849609375,4.0
11817,27113,22585.822265625,5.0
11818,22145,27540.9609375,4.0
11819,18134,17763.025390625,4.0
11820,24593,21419.640625,5.0
11821,17341,17539.4375,2.0
11822,14163,16136.6591796875,1.0
11823,11369,11675.9521484375,2.0
11824,18320,21287.93359375,5.0
11825,13181,14743.544921875,2.0
11826,18298,28284.15625,2.0
11827,12043,12322.0927734375,5.0
11828,19094,18279.791015625,5.0
11829,10206,11674.3955078125,3.0
11830,8124,7307.80810546875,2.0
11831,20689,18017.17578125,1.0
11832,14108,11091.541015625,1.0
11833,13169,14732.099609375,2.0
11834,9355,10828.671875,5.0
11835,8106,13857.2666015625,3.0
11836,17205,16903.470703125,2.0
11837,12126,15143.1474609375,5.0
11838,41500,39973.29296875,4.0
11839,17241,18615.32421875,5.0
11840,22323,15352.0927734375,3.0
11841,12270,11096.4287109375,3.0
11842,10501,9126.7763671875,4.0
11843,23014,31326.37890625,4.0
11844,22390,25454.005859375,1.0
11845,28581,25969.4296875,5.0
11846,24392,30424.400390625,5.0
11847,13860,10197.8115234375,1.0
11848,10507,11078.115234375,5.0
11849,12634,13783.806640625,2.0
11850,14602,12891.630859375,5.0
11851,21512,20798.087890625,5.0
11852,9206,9794.4775390625,5.0
11853,14690,13560.4140625,5.0
11854,15274,16577.240234375,5.0
11855,17192,16859.955078125,2.0
11856,18749,16426.6171875,5.0
11857,45023,44311.73046875,2.0
11858,17294,16392.423828125,4.0
11859,8011,7815.578125,2.0
11860,38634,42578.28515625,5.0
11861,8514,10276.6318359375,3.0
11862,18205,14455.3564453125,3.0
11863,11127,13761.154296875,3.0
11864,19288,21629.865234375,5.0
11865,19951,19075.068359375,5.0
11866,13796,13352.646484375,4.0
11867,17758,16783.033203125,4.0
11868,10029,9727.6103515625,3.0
11869,37842,29795.673828125,2.0
11870,28235,24237.673828125,4.0
11871,22046,28503.98046875,2.0
11872,39963,39331.984375,2.0
11873,14126,13218.68359375,4.0
11874,22180,20479.763671875,3.0
11875,13389,14120.962890625,2.0
11876,18264,20385.228515625,2.0
11877,9946,9337.8095703125,2.0
11878,14852,10042.291015625,5.0
11879,11463,12506.38671875,2.0
11880,18887,21753.205078125,4.0
11881,20213,17868.236328125,5.0
11882,43746,39903.03515625,5.0
11883,19275,16670.8984375,3.0
11884,15578,22187.556640625,3.0
11885,18946,17344.65625,2.0
11886,10364,8113.3828125,2.0
11887,10007,10835.66015625,3.0
11888,40701,35058.94921875,2.0
11889,16724,23255.71484375,5.0
11890,11912,13190.0048828125,2.0
11891,20433,18058.7578125,3.0
11892,18470,20846.666015625,4.0
11893,10136,12344.537109375,2.0
11894,20394,15156.54296875,2.0
11895,10347,9461.9111328125,5.0
11896,43619,45044.69140625,3.0
11897,28491,27795.255859375,3.0
11898,20011,21000.51171875,2.0
11899,14043,13043.2060546875,4.0
11900,11553,17247.94921875,4.0
11901,13728,15521.2109375,4.0
11902,14247,17679.623046875,2.0
11903,20418,22681.369140625,5.0
11904,35598,27974.560546875,2.0
11905,11191,8185.51904296875,3.0
11906,28664,20878.583984375,3.0
11907,22274,19369.9609375,5.0
11908,14486,14646.8935546875,1.0
11909,15071,25490.123046875,1.0
11910,18121,21280.2578125,5.0
11911,13642,15462.40625,2.0
11912,30985,28365.6328125,5.0
11913,12767,12532.52734375,5.0
11914,53783,46617.6875,3.0
11915,10135,10896.0009765625,5.0
11916,33984,34427.90625,5.0
11917,17218,16529.123046875,5.0
11918,20031,20085.025390625,1.0
11919,15767,16166.876953125,1.0
11920,19303,17853.9921875,2.0
11921,22460,17595.478515625,4.0
12544,11280,10440.427734375,4.0
12545,10440,12911.93359375,2.0
12546,29011,27113.2109375,2.0
12547,16216,19677.484375,5.0
12548,35251,31846.447265625,2.0
12549,22117,20523.37109375,3.0
12550,18105,18112.37109375,3.0
12551,19506,15166.8349609375,1.0
12552,8605,9305.8056640625,1.0
12553,32228,23911.234375,1.0
12554,28423,30625.935546875,1.0
12555,18517,18382.900390625,2.0
12556,17978,14914.5205078125,2.0
12557,25176,29730.84375,2.0
12558,15222,13624.734375,5.0
12559,50096,47923.890625,3.0
12560,37860,28123.498046875,4.0
12561,9133,13790.33984375,3.0
12562,8250,10971.046875,1.0
12563,15367,12558.4169921875,5.0
12564,8177,8346.154296875,2.0
12565,35870,23257.521484375,3.0
12566,11116,11108.181640625,4.0
12567,16813,14589.3076171875,3.0
12568,20143,23716.484375,4.0
12569,19021,11750.076171875,3.0
12570,12749,13190.9267578125,4.0
12571,17716,17326.208984375,1.0
12572,10220,9239.2578125,4.0
12573,22089,16698.14453125,1.0
12574,15442,12489.7685546875,4.0
12575,7258,9818.546875,1.0
12576,16261,25003.650390625,4.0
12577,10596,10474.2978515625,5.0
12578,17216,15881.4384765625,1.0
12579,9502,9170.23046875,3.0
12580,8926,17371.853515625,3.0
12581,27114,22781.580078125,2.0
12582,24529,24493.283203125,4.0
12583,7019,9710.1328125,1.0
12584,17776,14282.697265625,2.0
12585,36790,34573.19140625,3.0
12586,23214,25739.2109375,3.0
12587,10603,14414.42578125,5.0
12588,22199,19561.443359375,2.0
12589,10406,10352.0498046875,3.0
12590,10094,11726.0703125,2.0
12591,10149,12476.544921875,2.0
12592,14094,11538.0078125,1.0
12593,15644,24298.52734375,3.0
12594,32485,38009.671875,3.0
12595,30672,26912.82421875,5.0
12596,17522,16306.8916015625,4.0
12597,10392,9879.0869140625,4.0
12598,12119,12221.181640625,1.0
12599,14168,10332.5849609375,4.0
12600,10083,10293.2763671875,4.0
12601,19914,16670.376953125,3.0
12602,18350,22046.50390625,5.0
12603,7030,10814.0732421875,1.0
12604,9838,19241.71875,3.0
12605,17983,16159.2255859375,3.0
12606,46313,34754.75390625,2.0
12607,15156,12575.5400390625,4.0
12608,8073,9427.115234375,1.0
12609,17669,15104.787109375,2.0
12610,37116,42334.12890625,3.0
12611,43025,28470.064453125,5.0
12612,17590,18238.951171875,2.0
12613,24146,31384.658203125,3.0
12614,9892,9164.9560546875,5.0
12615,13867,22097.384765625,1.0
12616,27223,28658.05859375,5.0
12617,12305,12414.87890625,5.0
12618,13206,13305.2490234375,1.0
12619,13622,16706.705078125,3.0
12620,32855,26284.591796875,5.0
12621,19423,19568.20703125,4.0
12622,38851,28480.509765625,2.0
12623,9203,8391.7373046875,4.0
12624,19549,17489.740234375,4.0
12625,11650,10839.3837890625,4.0
12626,14016,13143.8759765625,5.0
12627,55410,36352.26953125,3.0
12628,26406,25282.615234375,4.0
12629,21761,25367.05078125,2.0
12630,41002,35090.390625,2.0
12631,12020,13404.4189453125,4.0
12632,9537,10720.3974609375,5.0
12633,20317,18672.978515625,2.0
12634,48246,37743.76953125,4.0
12635,15396,13683.44140625,1.0
12636,13676,13177.9697265625,3.0
12637,17239,15496.064453125,3.0
12638,11176,12807.21875,4.0
12639,9472,12464.439453125,4.0
12640,17722,12406.20703125,2.0
12641,9093,10993.216796875,3.0
12642,5334,8463.7646484375,2.0
12643,28114,27180.798828125,2.0
12644,35858,29548.287109375,5.0
12645,13127,12021.9765625,3.0
12646,24162,30005.1953125,3.0
12647,17001,14204.2158203125,5.0
12648,14760,13711.0361328125,3.0
12649,10258,9699.98046875,4.0
12650,34098,22391.78125,2.0
12651,13797,15368.982421875,4.0
12652,11412,11717.0146484375,4.0
12653,25781,19817.880859375,4.0
12654,19968,16218.7646484375,1.0
12655,20231,9393.5,4.0
12656,26607,20980.6328125,1.0
12657,34206,32622.30078125,3.0
12658,11705,11038.306640625,1.0
12659,20201,24364.8671875,3.0
12660,23948,17111.6015625,2.0
12661,37470,42825.84375,4.0
12662,14973,15399.5185546875,4.0
12663,19880,21967.705078125,3.0
12664,17281,13951.2529296875,1.0
12665,39005,28690.35546875,1.0
12666,17534,13171.646484375,5.0
12667,12737,12925.5849609375,4.0
12668,10081,11483.287109375,5.0
12669,17862,19510.732421875,3.0
12670,12139,13542.32421875,2.0
12671,10685,16454.392578125,1.0
12672,13317,14132.4482421875,1.0
12673,12045,10838.4765625,4.0
12674,9981,10208.4873046875,5.0
12675,26534,22803.35546875,3.0
12676,7991,10252.9228515625,2.0
12677,10530,15153.26953125,2.0
12678,16887,13080.3125,4.0
12679,40326,39654.625,3.0
12680,16415,16039.888671875,2.0
12681,29964,25567.36328125,1.0
12682,36910,30421.365234375,1.0
12683,10021,12198.3408203125,5.0
12684,11036,19434.845703125,3.0
12685,16193,12525.234375,5.0
12686,16326,18501.60546875,2.0
12687,13316,10514.5087890625,5.0
12688,7831,10115.912109375,3.0
12689,6818,9592.4267578125,5.0
12690,19848,17477.6328125,1.0
12691,18894,18116.650390625,4.0
12692,9041,9922.140625,4.0
12693,18069,19016.37109375,1.0
12694,14031,11513.0732421875,2.0
12695,12799,20339.3515625,3.0
12696,27990,24832.4921875,1.0
12697,14118,8288.5400390625,1.0
12698,9652,11442.91796875,1.0
12699,20019,15989.521484375,4.0
12700,17651,17757.53125,3.0
12701,23640,19216.146484375,1.0
12702,31715,31216.18359375,3.0
12703,9742,8554.9580078125,4.0
12704,10849,11431.126953125,5.0
12705,19026,19527.16015625,2.0
12706,30076,32108.869140625,4.0
12707,20046,17371.669921875,4.0
12708,32231,35932.30078125,5.0
12709,12184,10279.6259765625,3.0
12710,22407,17162.85546875,5.0
12711,9302,8827.095703125,2.0
12712,8049,8825.8623046875,2.0
12713,9086,13121.7529296875,3.0
12714,9945,11176.3896484375,4.0
12715,19024,16192.048828125,2.0
12716,20341,25150.228515625,4.0
12717,14095,16323.0537109375,1.0
12718,36553,31374.841796875,2.0
12719,13963,13812.8837890625,2.0
12720,10310,10438.0498046875,5.0
12721,10081,8999.87890625,4.0
12722,31266,25965.8125,1.0
12723,17311,18825.18359375,3.0
12724,51177,41352.7734375,1.0
12725,9799,10504.736328125,3.0
12726,14395,16032.423828125,3.0
12727,13944,11964.953125,2.0
12728,13798,14103.0849609375,5.0
12729,12393,13951.9375,5.0
12730,23167,25565.302734375,3.0
12731,19550,16653.66796875,1.0
12732,18792,17229.23046875,2.0
12733,16869,16729.490234375,3.0
12734,10396,10153.078125,2.0
12735,22173,20027.3515625,5.0
12736,30832,31706.09765625,5.0
12737,8027,10518.603515625,3.0
12738,9550,9813.6533203125,3.0
12739,20286,16183.44921875,2.0
12740,10119,9198.3935546875,3.0
12741,29959,29144.25390625,1.0
12742,14199,18057.392578125,2.0
12743,38909,38272.640625,1.0
12744,12831,12133.62109375,1.0
12745,11056,11799.6826171875,1.0
12746,17882,13662.2548828125,1.0
12747,20973,16880.07421875,1.0
12748,11979,13941.2373046875,4.0
12749,26391,19751.876953125,1.0
12750,29848,27956.58203125,4.0
12751,7782,8754.4873046875,2.0
12752,31973,41226.078125,1.0
12753,17477,20531.541015625,4.0
12754,20837,22689.94140625,5.0
12755,20250,23702.154296875,3.0
12756,19496,14368.830078125,1.0
12757,8777,10974.62109375,1.0
12758,12775,13219.4453125,5.0
12759,15180,16383.1103515625,5.0
12760,12018,13663.8203125,5.0
12761,22236,18003.216796875,3.0
12762,29575,30533.72265625,2.0
12763,13027,12104.8798828125,5.0
12764,7220,8141.67529296875,3.0
12765,8041,8541.6630859375,5.0
12766,8707,13684.3544921875,2.0
12767,20508,27398.392578125,3.0
12768,11528,13544.8916015625,3.0
12769,17182,12939.2685546875,3.0
12770,32902,40312.48046875,2.0
12771,17427,17920.923828125,2.0
12772,11200,15032.541015625,3.0
12773,14221,14811.560546875,3.0
12774,15132,13211.0791015625,3.0
12775,13887,11941.0439453125,1.0
12776,17823,24029.25390625,2.0
12777,32754,31953.30078125,2.0
12778,12543,10727.34765625,4.0
12779,23074,21702.87109375,1.0
12780,18301,25952.638671875,4.0
12781,9441,10462.7373046875,2.0
12782,15276,13925.193359375,1.0
12783,22973,22129.041015625,3.0
12784,10740,11348.171875,4.0
12785,12151,14330.802734375,3.0
12786,11127,10394.439453125,4.0
12787,12663,13695.1533203125,3.0
12788,21625,38669.01953125,2.0
12789,7348,15422.208984375,4.0
12790,7117,13474.310546875,5.0
12791,24061,22027.111328125,4.0
12792,12399,13930.5263671875,1.0
12793,12568,12999.7744140625,4.0
12794,30130,34382.984375,1.0
12795,6032,6663.03662109375,1.0
12796,8457,7693.08349609375,3.0
12797,27816,29564.740234375,2.0
12798,12181,13245.630859375,5.0
12799,7596,10907.716796875,5.0
12800,11927,10303.1484375,2.0
12801,10877,12801.8974609375,4.0
12802,12052,11972.50390625,5.0
12803,27969,22198.568359375,2.0
12804,21725,20112.962890625,5.0
12805,13675,14178.4853515625,5.0
12806,7712,11801.9775390625,3.0
12807,32398,45565.76953125,1.0
12808,19693,19787.767578125,1.0
12809,29670,24416.39453125,4.0
12810,19152,27091.8828125,1.0
12811,16204,15216.158203125,1.0
12812,17489,11029.82421875,5.0
12813,15402,16018.0908203125,4.0
12814,17050,13564.0126953125,2.0
12815,40071,34920.734375,5.0
12816,28480,25605.75,5.0
12817,12650,13510.3125,1.0
12818,10118,10056.197265625,1.0
12819,6904,9297.7490234375,2.0
12820,13473,11819.6083984375,5.0
12821,11462,13692.9736328125,1.0
12822,11961,13428.0625,2.0
12823,8582,8238.3984375,2.0
12824,18575,19407.81640625,5.0
12825,8979,6329.779296875,3.0
12826,16194,16414.533203125,2.0
12827,29691,33073.73046875,1.0
12828,24928,28825.08984375,4.0
12829,17143,13262.193359375,3.0
12830,33655,26110.271484375,2.0
12831,11347,13671.1357421875,3.0
12832,10967,8965.7099609375,3.0
12833,26243,25548.408203125,4.0
12834,19411,23147.65234375,2.0
12835,13278,14185.8583984375,5.0
12836,17977,21465.955078125,5.0
12837,14061,15576.6357421875,2.0
12838,16448,17806.82421875,3.0
12839,19588,18070.625,5.0
12840,8775,11702.8779296875,5.0
12841,18989,20097.09375,4.0
12842,13647,15470.11328125,5.0
12843,45941,43532.296875,4.0
12844,28071,29451.59375,4.0
12845,27389,30602.541015625,1.0
12846,19088,20061.40234375,4.0
12847,31941,24495.349609375,5.0
12848,12697,15081.0615234375,5.0
12849,15011,11842.32421875,5.0
13238,15040,12383.384765625,3.0
13239,27153,31084.6796875,5.0
13240,20055,18088.353515625,1.0
13241,18709,17084.8125,2.0
13242,10254,13985.7490234375,5.0
13243,18673,18125.271484375,2.0
13244,10390,13999.560546875,2.0
13245,19913,19889.79296875,1.0
13246,23262,17685.375,2.0
13247,18533,14817.43359375,4.0
13248,42331,32844.8203125,5.0
13249,6585,10106.712890625,4.0
13250,15528,14522.064453125,5.0
13251,23408,22016.78125,2.0
13252,13741,21094.15625,3.0
13253,29980,28318.64453125,3.0
13254,7706,9242.4375,1.0
13255,8526,9509.3896484375,3.0
13256,8303,13162.076171875,5.0
13257,12114,10970.189453125,4.0
13258,10324,10313.1455078125,4.0
13259,16686,15914.263671875,1.0
13260,11226,12228.7724609375,1.0
13261,17568,13368.8251953125,1.0
13262,10602,16743.16015625,1.0
13263,11982,11413.30859375,4.0
13264,11615,13212.1513671875,2.0
13265,13644,16563.43359375,3.0
13266,24293,24904.8046875,2.0
13267,7887,7608.12646484375,3.0
13268,7104,8545.7578125,3.0
13269,12845,17823.267578125,4.0
13270,15244,9588.62109375,3.0
13271,8076,7742.7900390625,2.0
13272,4028,6498.4287109375,3.0
13273,11585,10156.3359375,3.0
13274,14126,13190.2802734375,1.0
13275,13599,13733.6123046875,3.0
13276,19619,14314.1708984375,5.0
13277,14961,14194.451171875,3.0
13278,18623,26484.189453125,5.0
13279,17120,15571.75,5.0
13280,11757,12238.9111328125,2.0
13281,11037,11258.7099609375,4.0
13282,9864,14607.2763671875,4.0
13283,31369,32718.7109375,1.0
13284,30807,19473.302734375,3.0
13285,15402,18451.947265625,1.0
13286,25420,27967.296875,1.0
13287,11904,12232.9443359375,5.0
13288,11364,15511.259765625,2.0
13289,11254,22090.326171875,4.0
13290,12018,13215.494140625,2.0
13291,7004,9087.623046875,2.0
13292,11025,8914.1904296875,3.0
13293,15688,19616.37890625,5.0
13294,8441,7517.89697265625,2.0
13295,6893,5508.11474609375,1.0
13296,15030,12661.30078125,1.0
13297,8551,10331.72265625,5.0
13298,33662,25853.8046875,1.0
13299,18788,17067.380859375,3.0
13300,42767,34473.828125,2.0
13301,12147,13362.2744140625,3.0
13302,10319,9136.9892578125,3.0
13303,10502,14272.0693359375,5.0
13304,9014,10382.396484375,3.0
13305,18456,20151.171875,5.0
13306,33436,22909.357421875,3.0
13307,17052,14825.2470703125,4.0
13308,11319,11718.09765625,2.0
13309,14556,11639.439453125,1.0
13310,15859,15952.568359375,2.0
13311,47056,40875.19140625,5.0
13312,18449,19813.775390625,4.0
13313,12056,13272.4794921875,4.0
13314,30610,24754.765625,1.0
13315,18847,17464.1640625,3.0
13316,10414,12356.5205078125,1.0
13317,11251,11389.9150390625,1.0
13318,15951,11491.1689453125,1.0
13319,12481,14730.005859375,1.0
13320,8960,12920.693359375,1.0
13321,10364,14076.6875,3.0
13322,9094,6514.76708984375,2.0
13323,11559,14186.6025390625,2.0
13324,24222,23888.625,3.0
13325,13520,16298.923828125,4.0
13326,11576,11763.4130859375,3.0
13327,13298,16115.900390625,4.0
13328,11544,13770.107421875,1.0
13329,14350,11908.5703125,1.0
13330,17004,14710.720703125,4.0
13331,7435,7675.93017578125,1.0
13332,25312,23412.380859375,2.0
13333,14075,10479.763671875,5.0
13334,31571,38957.98828125,2.0
13335,18403,14907.6953125,3.0
13336,19643,17337.001953125,3.0
